Country,1965-1970,1971-1976,1977-1982,1983-1988,1989-1994,1995-1999,2000-2004,2005-2009,2010-2014,2015-2019
Thailand,0.0,0.0,0.01,0.03,0.08,0.13,0.14,0.21,0.24,0.26
Spain,0.28,0.29,0.34,0.46,0.49,0.45,0.49,0.36,0.25,0.23
Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,1.24,1.34,1.55,1.9,1.75,1.7,1.68,1.76,1.7,1.56
Cyprus,0.0,0.0,0.0,0.08,0.09,0.07,0.05,0.03,0.0,0.01
Mexico,0.02,0.03,0.03,0.04,0.04,0.06,0.09,0.1,0.11,0.11
Czechia,3.63,3.8,3.79,3.7,2.69,2.09,2.03,1.92,1.67,1.47
Pakistan,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.02,0.04
"Korea, Republic of",0.17,0.21,0.33,0.53,0.57,0.73,1.01,1.25,1.63,1.65
Estonia,,,,3.77,2.96,2.16,2.13,2.37,3.08,3.04
Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05
Hungary,0.94,0.81,0.77,0.72,0.52,0.4,0.36,0.3,0.25,0.22
Norway,0.2,0.23,0.23,0.25,0.19,0.22,0.19,0.14,0.16,0.15
Lithuania,,,,0.25,0.17,0.05,0.04,0.07,0.08,0.07
Peru,0.0,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.03,0.03
Türkiye,0.12,0.14,0.16,0.24,0.29,0.32,0.32,0.4,0.45,0.48
Finland,0.41,0.52,0.77,0.92,1.07,1.18,1.28,1.13,0.97,0.72
Colombia,0.1,0.09,0.09,0.1,0.09,0.08,0.06,0.08,0.1,0.1
"Iran, Islamic Republic of",0.01,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02
France,0.75,0.54,0.55,0.4,0.31,0.26,0.22,0.2,0.17,0.13
New Zealand,0.55,0.46,0.39,0.35,0.35,0.31,0.39,0.47,0.33,0.28
