Country,1990-1993,1994-1997,1998-2001,2002-2005,2006-2009,2010-2013,2014-2016
Ecuador,1.91,1.84,1.52,1.75,2.17,2.75,2.8
Comoros,3.08,2.92,2.08,1.72,1.54,1.45,1.38
Puerto Rico,1.34,1.25,1.52,2.07,2.41,2.32,2.04
Croatia,1.54,1.75,1.91,2.13,2.27,1.84,1.56
Czechia,0.62,1.22,1.44,1.4,1.19,0.94,0.81
Iraq,1.16,1.21,1.17,1.17,1.12,1.03,0.97
Central African Republic,3.77,3.79,3.83,3.79,3.71,3.6,3.43
Guatemala,2.44,2.6,2.34,2.25,2.57,2.82,2.66
Austria,1.92,1.52,1.43,1.54,1.3,0.99,0.82
Somalia,2.06,2.08,1.99,1.89,1.85,1.8,1.76
Solomon Islands,2.11,2.17,2.45,2.71,2.89,2.88,2.8
Samoa,1.22,1.19,1.24,1.29,1.31,1.34,1.32
Guam,1.01,0.98,1.15,1.48,2.04,2.16,2.08
Netherlands,2.06,1.74,1.42,1.14,0.83,0.66,0.6
South Africa,1.3,1.18,1.3,1.37,1.22,0.96,0.9
French Guiana,,,8.65,17.86,3.91,,
Montenegro,1.48,1.58,1.48,1.38,1.26,1.2,1.12
Uzbekistan,0.87,0.76,0.76,0.79,0.82,0.81,0.77
France,1.28,1.31,1.7,1.91,1.7,1.44,1.22
Mongolia,2.44,2.78,3.02,4.02,4.28,4.03,3.86
Mali,2.72,2.51,2.22,2.02,1.84,1.71,1.62
Lebanon,0.93,0.71,0.52,0.4,0.34,0.3,0.29
Ireland,1.51,1.44,1.18,0.9,0.61,0.46,0.43
Angola,2.96,2.72,2.59,2.45,2.34,2.09,1.9
Malaysia,4.72,4.73,4.4,4.12,3.93,3.99,3.85
