Country,1991-1994,1995-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019
Samoa,2.64,2.57,2.39,2.14,1.9,1.7,1.69,3.21,4.62
Bosnia and Herzegovina,17.51,11.59,7.11,6.45,5.36,5.94,4.74,3.97,3.57
Malaysia,7.51,6.34,5.64,4.87,4.81,4.44,4.52,4.45,4.36
"Palestine, State of",12.29,11.59,9.6,10.99,11.32,8.28,8.1,6.31,4.24
Lao People's Democratic Republic,34.03,34.09,35.24,35.69,35.61,35.03,32.82,29.38,25.93
Côte d'Ivoire,34.15,32.15,30.55,29.92,26.7,23.49,19.25,14.4,11.6
Slovakia,0.17,0.16,0.15,0.15,0.12,0.13,0.14,0.14,0.1
Peru,21.27,20.26,19.8,20.12,18.64,16.51,15.76,14.9,14.01
United States,0.25,0.13,0.1,0.09,0.08,0.08,0.07,0.06,0.05
Albania,26.28,26.45,24.77,22.87,21.48,28.04,33.82,28.45,22.07
Haiti,26.61,26.33,25.62,25.11,23.96,23.35,23.11,22.3,21.53
Finland,1.3,1.15,0.7,0.45,0.55,0.54,0.48,0.49,0.42
Norway,1.29,0.87,0.42,0.35,0.3,0.24,0.18,0.18,0.11
Ethiopia,42.64,40.03,39.31,41.14,42.32,41.94,40.49,37.71,34.46
Viet Nam,48.47,42.56,37.88,35.65,26.12,18.7,17.7,18.21,14.81
El Salvador,7.94,8.67,8.9,8.5,9.51,7.46,7.63,7.12,6.21
Tajikistan,28.56,30.67,30.4,28.37,26.26,24.05,21.52,18.86,16.04
Ghana,20.55,19.62,18.61,17.51,16.15,15.98,11.09,10.01,7.97
Bangladesh,25.67,25.39,24.6,23.44,22.02,21.82,19.39,15.74,11.11
Costa Rica,3.74,3.33,2.81,2.7,2.12,1.99,2.0,2.36,1.9
Guinea-Bissau,38.67,36.45,35.22,32.8,32.55,30.9,29.11,27.53,25.66
New Caledonia,0.37,0.35,0.34,0.32,0.3,0.26,0.23,0.21,0.2
Solomon Islands,64.31,63.14,65.57,67.04,63.55,60.61,56.08,53.5,50.25
France,2.46,1.81,1.3,1.16,0.85,0.59,0.48,0.4,0.3
