Country,1800-1817,1818-1835,1836-1853,1854-1871,1872-1889,1890-1907,1908-1925,1926-1943,1944-1961,1962-1979,1980-1996,1997-2099
"Moldova, Republic of",,,,,,,,,0.62,0.36,0.27,0.14
Madagascar,,,,,,,,,3.41,2.73,1.77,0.69
Senegal,3.84,3.84,3.84,3.84,3.84,3.84,3.85,3.81,3.07,3.0,1.86,0.97
Tunisia,3.89,3.89,3.89,3.89,3.89,3.89,3.89,3.56,2.51,1.58,0.44,0.12
Netherlands,2.23,2.23,2.18,2.38,2.18,1.47,0.79,0.35,0.27,0.13,0.07,0.06
Australia,3.34,3.12,2.74,2.88,2.12,1.2,0.62,0.3,0.27,0.19,0.08,0.05
Austria,2.69,2.69,2.69,2.61,2.34,1.86,1.03,0.46,0.26,0.18,0.08,0.04
Guatemala,4.24,4.24,4.24,4.24,4.24,4.18,4.2,4.01,2.79,1.69,0.94,0.36
Réunion,,,,,,,,,1.62,0.64,0.19,0.11
Japan,2.14,2.23,2.29,2.23,1.83,2.09,2.1,1.49,0.65,0.13,0.06,0.03
Bangladesh,4.4,4.4,4.4,4.4,4.57,4.84,4.7,3.68,2.36,2.38,0.97,0.28
New Zealand,2.77,2.77,2.77,2.79,2.29,1.23,0.79,0.39,0.3,0.2,0.11,0.06
"Bolivia, Plurinational State of",3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.53,2.93,2.2,1.04,0.45
Hungary,2.57,2.57,2.57,2.5,2.67,2.39,1.69,0.72,0.36,0.18,0.16,0.08
Mexico,4.36,4.36,4.36,4.36,4.36,4.21,3.41,2.71,1.9,1.01,0.31,0.11
Comoros,3.36,3.36,3.36,3.36,3.36,3.36,3.36,3.29,2.71,2.28,1.44,0.85
Liberia,3.56,3.56,3.56,3.56,3.56,3.56,3.56,3.58,3.27,2.79,2.61,1.45
French Guiana,,,,,,,,,1.16,0.59,0.28,0.16
Italy,3.33,3.33,3.31,2.96,2.59,1.89,1.39,0.74,0.33,0.17,0.06,0.04
Bhutan,,,,,,,,,3.27,2.79,1.64,0.4
