Country,1990-1993,1994-1997,1998-2000,2001-2003,2004-2006,2007-2009,2010-2012,2013-2015,2016-2018,2019-2021
Netherlands,0.85,0.88,0.89,0.89,0.9,0.91,0.92,0.93,0.94,0.94
Afghanistan,0.28,0.31,0.33,0.36,0.4,0.43,0.46,0.48,0.48,0.48
Nigeria,,,,0.45,0.47,0.48,0.49,0.51,0.53,0.54
Bangladesh,0.41,0.44,0.48,0.5,0.52,0.53,0.56,0.59,0.62,0.65
Palau,,,0.74,0.75,0.76,0.77,0.78,0.78,0.78,0.77
Côte d'Ivoire,0.43,0.45,0.46,0.45,0.46,0.46,0.47,0.5,0.53,0.55
Mali,0.25,0.28,0.31,0.34,0.37,0.39,0.41,0.41,0.43,0.43
Panama,0.68,0.69,0.72,0.73,0.75,0.77,0.78,0.79,0.81,0.81
Thailand,0.59,0.62,0.65,0.68,0.7,0.73,0.74,0.77,0.79,0.8
Gabon,0.61,0.63,0.64,0.64,0.65,0.66,0.67,0.69,0.7,0.71
Lebanon,,,,,0.74,0.76,0.77,0.75,0.75,0.73
Costa Rica,0.67,0.69,0.71,0.72,0.74,0.76,0.78,0.8,0.81,0.81
Qatar,0.76,0.78,0.8,0.81,0.82,0.84,0.84,0.84,0.85,0.86
Bhutan,,,,,,,0.59,0.62,0.65,0.67
Argentina,0.73,0.75,0.77,0.79,0.8,0.82,0.84,0.85,0.85,0.84
Dominican Republic,0.59,0.62,0.64,0.66,0.67,0.7,0.71,0.73,0.76,0.77
Cameroon,0.45,0.44,0.44,0.46,0.48,0.5,0.52,0.55,0.57,0.58
Mauritius,0.64,0.65,0.67,0.7,0.72,0.74,0.76,0.79,0.81,0.81
North Macedonia,,0.65,0.67,0.68,0.7,0.72,0.74,0.76,0.77,0.78
Latvia,0.71,0.7,0.75,0.78,0.81,0.82,0.83,0.85,0.86,0.87
Slovakia,0.69,0.72,0.76,0.78,0.8,0.83,0.84,0.85,0.86,0.86
Italy,0.79,0.81,0.84,0.85,0.87,0.88,0.88,0.88,0.89,0.89
Yemen,0.39,0.41,0.44,0.47,0.49,0.5,0.51,0.5,0.46,0.46
Liechtenstein,,,0.87,0.89,0.9,0.91,0.92,0.92,0.93,0.94
