Country,1990-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2020
Burundi,0.04,0.04,0.04,0.04,0.02,0.02,0.03,0.04,0.04,0.06
Egypt,1.52,1.46,1.62,1.69,1.89,2.2,2.3,2.31,2.36,2.11
Tajikistan,1.53,0.44,0.42,0.34,0.35,0.42,0.32,0.44,0.65,0.94
Guyana,1.5,2.01,2.29,2.16,2.09,2.0,2.33,2.69,3.09,3.42
Antigua and Barbuda,3.42,3.48,3.92,4.24,4.66,5.06,5.35,5.35,5.49,5.4
Yemen,0.58,0.63,0.72,0.82,0.95,1.02,1.01,0.94,0.38,0.34
Sao Tome and Principe,0.37,0.35,0.36,0.38,0.47,0.49,0.54,0.62,0.63,0.65
Paraguay,0.55,0.78,0.86,0.7,0.71,0.72,0.86,0.89,1.14,1.23
Bosnia and Herzegovina,4.31,0.94,2.42,3.36,3.76,4.8,5.71,5.83,6.2,6.42
Indonesia,0.89,1.11,1.29,1.36,1.5,1.59,1.75,1.86,1.89,2.15
Cameroon,0.47,0.35,0.34,0.33,0.3,0.32,0.35,0.35,0.37,0.38
Czechia,13.58,12.21,11.6,12.04,12.06,11.83,10.78,9.83,9.7,9.04
Benin,0.05,0.08,0.19,0.25,0.34,0.44,0.49,0.46,0.57,0.63
Oman,7.44,8.35,8.99,11.66,12.68,15.7,16.41,16.73,16.31,16.16
Papua New Guinea,0.54,0.46,0.5,0.57,0.69,0.67,0.67,0.64,0.73,0.7
Angola,0.59,0.94,1.1,0.94,0.89,0.84,0.97,1.02,0.99,0.7
Austria,7.58,7.73,8.02,8.32,9.24,8.68,8.07,7.58,7.37,7.01
Kyrgyzstan,3.76,1.23,1.15,0.91,1.07,1.22,1.27,1.72,1.61,1.57
Lao People's Democratic Republic,0.13,0.14,0.16,0.18,0.21,0.3,0.45,0.59,2.1,2.68
Russian Federation,13.84,11.06,10.17,10.73,11.16,11.59,11.35,11.41,10.94,11.43
Chad,0.07,0.06,0.06,0.06,0.08,0.08,0.09,0.11,0.1,0.1
Greece,7.44,7.74,8.03,8.83,9.19,9.21,8.01,6.75,6.23,5.47
Spain,5.68,5.87,6.49,7.33,7.8,7.53,6.0,5.4,5.52,4.98
Canada,14.91,15.31,16.09,16.6,17.01,16.85,15.77,15.81,15.54,14.76
Lesotho,0.8,0.83,0.86,0.89,0.94,0.99,1.18,1.2,1.04,1.03
