Country,2010-2012,2013-2015,2016-2017,2018-2019,2020-2021
Kazakhstan,0.0,0.0,0.0,1.0,1.0
Ghana,13.0,11.33,10.5,9.0,8.0
Central African Republic,1.0,0.0,0.0,0.0,
Sweden,1.0,2.0,3.5,4.0,2.5
Rwanda,39.67,49.67,53.5,55.0,48.5
Germany,0.0,0.0,1.0,1.0,1.0
Namibia,4.0,4.33,3.0,2.5,1.5
Nepal,17.0,18.67,20.0,21.0,19.5
"Congo, The Democratic Republic of the",0.0,0.67,0.5,0.0,0.0
Kyrgyzstan,0.67,0.33,0.0,0.0,0.0
Senegal,18.0,23.0,24.0,18.0,13.0
Belgium,1.33,1.0,0.0,1.0,0.0
Canada,1.0,0.0,0.0,0.5,0.0
Liberia,0.0,1.0,1.5,2.5,3.0
Nigeria,3.67,2.67,1.5,0.0,0.0
Tajikistan,0.0,0.0,,0.0,0.0
Georgia,,0.0,0.0,,
Samoa,9.0,8.33,9.0,11.5,9.5
United Kingdom,0.0,0.67,1.0,1.0,1.0
Uruguay,72.33,56.67,42.0,30.5,33.5
Armenia,0.0,0.67,1.5,1.0,2.5
Slovakia,3.67,3.0,3.0,5.0,5.5
Ecuador,1.0,0.67,0.0,0.0,0.0
Mexico,,0.0,0.0,0.0,0.0
Thailand,1.0,0.33,0.0,0.0,0.0
Iceland,1.0,,,,
