Country,1961-1966,1967-1972,1973-1978,1979-1984,1985-1990,1991-1996,1997-2002,2003-2008,2009-2013,2014-2018,2019-2023
Azerbaijan,3.78,2.24,1.17,1.29,1.31,1.97,0.89,0.74,0.94,0.4,-0.53
Macao,-0.91,-3.31,-7.22,-11.62,-15.4,-38.78,,,,,
Ethiopia,2.33,2.53,2.07,2.02,3.07,3.31,2.79,2.58,2.31,2.16,1.98
Bulgaria,-2.12,-1.81,-1.86,-1.39,-1.55,-1.52,-1.89,-1.94,-1.85,-1.98,-3.17
Marshall Islands,0.98,-0.22,2.7,2.94,1.7,0.89,-0.42,-1.94,-2.72,-3.94,-3.48
Cabo Verde,2.73,2.32,0.32,-0.4,-2.42,0.64,0.04,-0.73,-0.51,-0.24,-0.42
Peru,0.88,0.23,0.89,0.98,1.01,0.6,0.04,-0.59,0.04,0.58,0.35
Sierra Leone,1.07,0.97,1.11,1.47,2.34,-0.27,2.42,2.31,2.04,1.74,1.45
Kazakhstan,1.98,0.8,0.71,0.68,1.13,-0.68,-0.9,0.83,1.37,1.23,1.35
Netherlands,0.85,0.57,-0.11,-0.49,-0.62,-2.24,-3.23,-5.67,-5.57,-4.29,-3.69
Albania,2.76,2.44,1.95,1.68,1.64,-1.43,-1.78,-2.61,-2.64,-2.54,-3.14
Chile,-0.6,-0.98,-1.23,-0.66,0.81,-0.15,-0.85,0.55,0.55,0.81,0.23
Northern Mariana Islands,-0.15,-4.66,-4.1,5.35,6.06,1.89,5.04,-5.03,-3.69,-1.72,-1.32
Sweden,-2.96,-2.65,-0.69,-0.03,0.44,-0.28,-0.07,-0.12,-0.82,-1.08,-1.5
Eswatini,1.84,1.89,2.14,2.74,3.39,1.65,1.34,0.69,0.27,0.53,0.59
"Korea, Democratic People's Republic of",0.65,-0.43,1.1,1.17,1.12,1.11,0.54,0.38,-0.01,-0.01,-0.29
"Micronesia, Federated States of",2.96,2.55,2.22,2.87,2.46,2.24,0.65,-0.49,-0.03,0.33,0.58
