Country,1950-1975,1976-2000,2001-2025,2026-2050,2051-2075,2076-2100
Mauritania,2.72,2.91,2.57,2.19,1.4,0.78
Namibia,2.13,2.9,1.55,1.35,0.79,0.33
San Marino,1.7,1.21,0.86,-0.2,-0.58,-0.24
Montserrat,-0.45,-3.49,-0.41,-0.58,-0.75,-0.79
Senegal,2.81,2.61,2.62,2.21,1.56,1.0
Saint Kitts and Nevis,-0.25,0.18,0.19,-0.1,-0.47,-0.59
Serbia,0.88,0.21,-0.48,-0.81,-1.1,-1.18
Australia,2.12,1.26,1.39,0.7,0.41,0.26
"Iran, Islamic Republic of",2.67,2.74,1.27,0.35,-0.32,-0.56
India,2.23,2.11,1.25,0.54,0.0,-0.37
Malawi,2.33,3.01,2.7,2.07,1.21,0.58
Guinea-Bissau,0.88,2.42,2.4,1.7,0.92,0.35
Belarus,0.71,0.28,-0.34,-0.45,-0.58,-0.47
American Samoa,1.8,2.68,-1.23,-1.01,-1.3,-2.66
"Palestine, State of",1.19,3.64,2.31,1.8,1.03,0.42
"Saint Helena, Ascension and Tristan da Cunha",0.65,-0.11,-0.59,-1.17,-0.83,-0.45
"Micronesia, Federated States of",2.96,2.0,0.21,0.56,-0.01,-0.65
Bermuda,1.41,0.57,0.14,-0.53,-0.93,-0.73
Sint Maarten (Dutch part),7.25,4.77,1.52,-0.56,-0.66,-0.93
Togo,2.33,2.77,2.54,1.95,1.37,0.84
Argentina,1.68,1.43,0.88,0.42,-0.01,-0.33
Switzerland,1.17,0.52,0.86,0.36,0.11,0.16
