Country,1965-1976,1977-1988,1989-2000,2001-2011,2012-2022
Germany,0.05,0.08,0.05,0.04,0.07
Italy,0.02,0.06,0.04,0.03,0.02
Belgium,0.3,0.2,0.08,0.14,0.08
Denmark,0.07,0.2,0.23,0.23,0.15
Lithuania,,,,0.02,0.01
France,0.11,0.11,0.1,0.07,0.05
New Zealand,0.02,0.01,0.02,0.04,0.05
Australia,0.02,0.04,0.03,0.05,0.05
Finland,0.04,0.1,0.09,0.08,0.08
Switzerland,0.02,0.07,0.07,0.07,0.08
"Korea, Republic of",,0.0,0.0,0.02,0.04
Slovenia,,,,0.0,0.0
Slovakia,,,,0.01,0.0
Greece,,,0.0,0.01,0.0
Sweden,0.09,0.22,0.19,0.18,0.18
Portugal,,,0.15,0.12,0.03
Japan,0.02,0.04,0.03,0.03,0.07
Norway,0.07,0.26,0.28,0.23,0.18
Canada,0.05,0.09,0.05,0.07,0.06
United States,0.03,0.02,0.02,0.04,0.05
Estonia,,,,0.0,0.01
Iceland,,,0.01,0.07,0.08
Netherlands,0.03,0.21,0.16,0.17,0.07
Luxembourg,,,0.1,0.24,0.34
United Kingdom,0.07,0.06,0.05,0.09,0.11
