Country,1970-1978,1979-1987,1988-1995,1996-2003,2004-2011,2012-2019
Brazil,0.0,0.01,0.02,0.04,0.06,0.1
Indonesia,0.02,0.14,0.23,0.29,0.29,0.25
India,0.0,0.0,0.01,0.02,0.02,0.02
Poland,0.15,0.11,0.08,0.09,0.1,0.1
"Bolivia, Plurinational State of",0.23,0.38,0.36,0.39,1.13,1.43
"Iran, Islamic Republic of",0.29,0.15,0.35,0.73,1.44,2.13
Denmark,0.0,0.11,0.68,1.32,1.49,0.71
Qatar,7.94,15.33,13.64,31.68,49.99,57.69
Peru,0.03,0.03,0.02,0.01,0.12,0.36
United States,2.18,1.75,1.63,1.59,1.53,1.99
Italy,0.22,0.2,0.26,0.25,0.14,0.09
Bahrain,5.78,8.15,10.86,11.81,9.2,8.79
Colombia,0.06,0.1,0.1,0.13,0.16,0.22
Bangladesh,0.01,0.02,0.04,0.06,0.1,0.14
Yemen,0.0,0.0,0.0,0.0,0.08,0.14
China,0.01,0.01,0.01,0.02,0.05,0.09
Pakistan,0.05,0.07,0.08,0.11,0.17,0.15
Australia,0.33,0.7,1.12,1.43,1.8,3.35
Uzbekistan,,1.65,1.61,1.74,1.79,1.53
Mexico,0.19,0.31,0.27,0.29,0.37,0.31
Ukraine,,0.63,0.38,0.29,0.37,0.38
Egypt,0.0,0.06,0.14,0.24,0.56,0.48
Netherlands,4.11,4.25,3.85,3.6,3.54,2.48
Nigeria,0.01,0.03,0.04,0.07,0.17,0.2
