Country,1950-1960,1965-1975,1980-1985,1990-1995,2000-2005,2010-2015,2020-2025,2030-2035
Mauritius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopia,0.0,0.0,3.48,3.75,3.52,3.7,2.08,0.0
Peru,15.48,21.87,12.64,0.0,0.0,0.0,0.0,4.33
Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,14.9,33.53
Libya,0.0,0.0,0.0,0.0,18.66,17.67,23.88,31.64
Tajikistan,0.0,0.0,0.0,0.0,0.0,0.0,4.92,10.66
Philippines,8.47,10.38,0.0,0.72,1.49,1.58,2.16,5.46
New Zealand,0.0,0.0,0.0,13.66,29.41,31.15,33.75,34.83
Italy,14.66,18.17,18.81,18.8,18.59,18.48,19.02,20.04
Nigeria,0.0,2.59,7.54,6.52,5.76,7.65,11.92,11.76
Syrian Arab Republic,0.0,4.96,27.02,25.98,28.86,25.58,33.21,38.96
Kenya,0.0,0.0,2.74,6.07,7.12,9.09,6.9,2.98
Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,0.0,0.0,0.0,0.0,0.0,13.07,29.38,32.97
Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viet Nam,4.6,4.58,5.64,6.42,5.08,4.8,7.96,6.78
Portugal,16.3,24.54,36.63,37.56,38.16,39.5,42.61,45.48
Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,0.0,0.0,0.0,0.0,0.0,4.2,8.88,10.26
Liberia,0.0,0.0,0.0,25.1,18.68,27.76,30.76,34.22
Algeria,0.0,8.85,7.95,6.92,6.89,6.64,6.32,8.64
Lao People's Democratic Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Côte d'Ivoire,0.0,0.0,17.26,17.74,18.54,19.38,0.0,0.0
