Country,2007-2009,2010-2012,2013-2014,2015-2016,2017-2018,2019-2020
Romania,-0.77,-0.97,0.7,-0.3,-1.2,0.1
Türkiye,0.03,0.17,-3.2,-0.4,-3.35,0.55
Argentina,0.35,0.35,0.0,0.6,0.3,-0.35
Sudan,-0.95,-0.78,0.8,-0.85,-1.1,1.95
Cameroon,0.55,0.02,-0.15,0.25,-0.9,-2.55
Estonia,-0.2,-0.23,0.65,0.55,0.6,-0.65
Honduras,-0.93,-0.43,0.0,0.4,-1.45,-1.35
Netherlands,-1.33,-0.9,-0.35,-0.6,0.45,0.35
Libya,0.43,10.6,-6.75,-7.75,-0.3,-1.2
Pakistan,1.95,0.22,0.35,-1.55,-0.8,0.7
Albania,-0.08,-0.72,0.0,1.2,0.35,0.5
Cambodia,0.33,0.3,-0.9,-2.55,-3.4,-2.45
Egypt,-1.4,3.6,-7.0,0.75,0.25,-2.15
Mexico,0.62,0.15,-1.1,-1.05,-1.4,-0.6
Philippines,-1.2,0.6,2.35,0.85,-1.15,-0.75
Côte d'Ivoire,-0.78,0.35,1.4,1.4,1.7,-0.2
Czechia,0.07,0.0,-1.25,-0.6,-0.65,-0.1
Panama,-0.33,-0.57,0.0,0.25,-0.4,0.65
Ireland,-0.37,-1.13,0.8,2.15,0.0,-0.5
"Korea, Republic of",0.6,0.23,-0.35,-0.7,0.4,0.05
Sri Lanka,0.15,-2.92,-0.3,3.95,-1.45,-0.25
Morocco,-0.22,0.78,-0.35,3.85,1.1,0.25
