Country,1990-1991,1992-1993,1994-1995,1996-1997,1998-1999,2000-2001,2002-2003,2004-2005,2006-2006,2007-2007
Turkmenistan,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Norway,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Niger,1.45,2.45,4.3,7.1,10.25,12.7,14.35,15.45,16.0,16.3
"Iran, Islamic Republic of",0.0,0.05,0.1,0.2,0.35,0.5,0.65,0.7,0.7,0.7
Bhutan,0.0,0.0,0.0,0.0,0.0,0.05,0.5,2.0,3.6,4.2
Poland,0.0,0.1,0.15,0.3,0.4,0.45,0.5,0.5,0.5,0.5
Comoros,0.1,0.1,0.1,0.2,0.2,0.25,0.3,0.3,0.3,0.3
Tajikistan,0.0,0.0,0.05,0.2,0.5,1.15,2.6,4.9,7.3,9.1
Switzerland,1.05,1.0,0.95,0.85,0.8,0.65,0.6,0.6,0.6,0.5
Panama,3.0,4.2,5.1,5.7,5.95,6.15,6.25,6.3,6.4,6.5
Côte d'Ivoire,45.5,75.2,105.5,132.0,158.55,184.55,200.35,192.25,175.1,163.1
Anguilla,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Somalia,1.1,2.35,4.75,8.1,11.6,14.2,15.8,16.6,16.9,17.0
Antigua and Barbuda,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Guatemala,0.4,1.0,2.2,4.05,5.75,6.6,6.7,6.5,6.3,6.1
Bosnia and Herzegovina,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cook Islands,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Viet Nam,0.15,0.4,1.05,2.4,4.85,8.15,11.05,12.8,13.6,13.8
Andorra,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Zimbabwe,218.0,287.85,350.85,408.8,479.3,560.15,620.3,612.25,570.6,539.1
San Marino,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ireland,0.0,0.1,0.25,0.35,0.4,0.4,0.4,0.4,0.4,0.4
Myanmar,10.55,15.15,19.05,21.75,23.15,23.3,22.5,20.95,19.6,18.7
Peru,4.65,6.15,7.55,8.65,9.4,9.6,9.45,9.1,8.7,8.4
Sweden,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Palau,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
