Country,1977-1984,1985-1992,1993-2000,2001-2008,2009-2016,2017-2023
Netherlands,0.39,4.36,4.81,2.22,0.12,2.57
Brazil,-3.49,3.13,3.8,4.65,-0.14,2.28
Guatemala,-4.79,6.6,6.32,3.24,-0.24,6.37
Tonga,,,,,5.59,-2.06
New Zealand,3.37,0.15,6.94,5.49,3.56,4.2
Cambodia,,,15.65,12.97,8.42,1.87
Iraq,,,,137.08,11.83,2.39
Montenegro,,,,55.67,0.18,1.76
Lithuania,,,11.02,12.89,0.4,7.06
Timor-Leste,,,,8.74,16.37,-6.57
Poland,,,13.06,5.35,1.72,5.03
Zimbabwe,,,,,14.07,3.6
kos,,,,,5.46,3.49
Ireland,3.27,1.26,10.92,5.2,12.41,6.13
Bosnia and Herzegovina,,,,9.39,-1.06,3.84
South Africa,1.79,-3.33,4.27,9.9,0.18,-1.42
Malta,,,,3.0,9.18,4.17
Colombia,4.84,1.47,1.54,11.55,5.59,0.11
Denmark,-0.12,3.57,5.61,2.53,0.58,2.29
Albania,,,18.02,8.91,-1.25,5.09
United States,5.2,2.13,6.9,1.51,2.32,2.9
Angola,,,,14.41,-0.47,2.86
Switzerland,3.46,2.79,3.01,2.25,1.56,0.83
Puerto Rico,-3.69,9.01,9.49,-1.94,-3.41,11.23
Djibouti,,,,,11.19,6.07
Palau,,,,-7.2,6.05,3.79
Kenya,-5.72,2.22,6.62,10.03,7.52,3.45
