Country,1990-1996,1997-2002,2003-2008,2009-2014,2015-2020
Benin,1.22,2.44,5.09,7.57,7.77
Zambia,3.1,3.94,4.99,7.01,8.19
El Salvador,5.41,8.0,8.61,7.97,8.59
Kyrgyzstan,14.12,6.36,8.9,14.98,17.44
Cameroon,3.34,4.59,6.32,9.52,10.66
Hong Kong,106.32,98.99,85.34,98.73,84.8
Italy,558.97,553.72,612.72,537.59,433.95
Rwanda,0.47,0.52,0.53,0.72,1.7
Nigeria,38.85,52.5,86.18,97.45,115.61
Colombia,65.92,60.45,65.53,96.3,115.63
Israel,58.15,68.16,79.68,83.47,78.74
Togo,1.48,1.36,1.57,1.74,4.9
Ethiopia,3.84,4.42,4.46,7.04,17.54
Ireland,42.37,53.42,69.86,48.27,47.94
Latvia,16.39,13.51,15.11,12.74,13.94
Georgia,7.6,6.28,8.39,9.75,12.02
Romania,118.43,89.05,103.87,88.13,83.29
Netherlands,215.58,159.01,206.97,195.83,165.73
"Tanzania, United Republic of",3.85,4.84,8.52,14.62,17.82
Portugal,57.91,97.32,115.71,67.3,53.38
Madagascar,1.55,2.31,3.06,4.04,5.22
Norway,,,47.6,50.46,49.13
"Venezuela, Bolivarian Republic of",102.25,110.97,104.61,122.58,35.92
"Bolivia, Plurinational State of",10.52,9.8,10.47,16.03,22.71
Qatar,22.68,21.97,29.83,45.99,70.44
Croatia,18.46,22.51,28.03,23.09,22.64
Belgium,161.77,183.32,223.21,210.41,199.63
Nepal,2.0,3.93,4.41,5.12,17.09
Zimbabwe,17.33,13.27,11.01,11.18,11.98
