Country,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2019,2020-2020
Malawi,,,,,1.48,,,,
Tajikistan,,,0.21,,,,,,
Serbia,,4.13,4.46,5.77,5.54,4.24,3.33,2.61,2.01
Sweden,0.5,0.84,1.35,1.28,1.27,1.14,1.0,1.02,1.25
Congo,,,2.41,,,,,,
Sudan,,,,3.11,,,,,
Maldives,,,,,,0.58,,0.48,
Rwanda,,,,,0.35,,1.02,0.62,
Cyprus,0.84,0.43,0.71,1.59,3.32,2.87,1.73,1.2,1.17
Myanmar,,,,,,0.15,0.25,0.07,
Dominican Republic,0.98,0.62,0.98,1.29,1.53,1.28,0.83,0.99,0.96
Cambodia,,0.21,,0.11,,,,0.07,
Paraguay,0.77,1.28,1.1,1.04,1.14,0.91,0.53,0.41,
Belarus,,,,,,0.45,0.86,0.69,0.72
Slovenia,2.17,1.48,1.62,2.53,3.39,2.89,1.79,1.33,1.55
Azerbaijan,,,2.92,2.74,2.59,2.6,2.5,2.38,
Chad,,,,,,,0.12,,
Honduras,0.31,0.17,0.29,0.49,0.86,0.6,0.33,,
Malta,1.08,0.94,1.35,1.51,1.22,1.14,,0.73,0.73
"Iran, Islamic Republic of",,,1.63,,1.58,1.83,2.07,,
Greece,3.91,3.05,3.67,7.09,9.83,9.47,8.27,7.15,6.28
Yemen,,,0.77,,0.11,,,,
Norway,0.55,0.3,0.39,0.46,0.55,0.72,0.67,0.58,0.74
Togo,,,,,,,0.55,,
Hong Kong,,,0.47,0.28,0.29,0.25,0.23,0.21,0.66
United States,0.47,0.5,1.57,1.71,1.16,0.66,0.49,0.38,0.69
Côte d'Ivoire,,,,,,0.58,0.79,,
Germany,3.3,2.53,1.96,1.49,1.3,1.04,0.8,0.65,0.71
