Country,1990-1995,2000-2005,2010-2011,2012-2013,2014-2015,2016-2016,2017-2017
Serbia,75.67,79.63,82.05,70.41,60.97,47.51,48.22
Eswatini,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,99.16,98.71,99.17,98.81,96.16,92.79,93.35
Benin,100.0,98.03,96.31,96.39,77.2,100.0,100.0
Congo,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kazakhstan,3.07,2.56,3.94,2.09,1.65,1.35,1.36
Bangladesh,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Croatia,20.12,18.44,17.9,12.94,9.77,5.94,5.9
Germany,0.75,0.0,0.11,0.0,0.0,0.0,0.0
Guinea-Bissau,100.0,98.37,96.81,86.13,96.49,100.0,100.0
Uzbekistan,85.02,78.48,80.64,77.47,74.53,72.17,72.24
Côte d'Ivoire,43.62,25.6,21.65,17.38,42.17,68.0,68.57
Viet Nam,84.38,84.85,86.09,83.11,81.15,76.59,76.72
Sudan,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Nepal,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Sao Tome and Principe,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kuwait,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Saint Vincent and the Grenadines,100.0,100.0,100.0,75.0,0.0,0.0,0.0
Austria,0.81,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Switzerland,0.35,0.0,0.0,0.0,0.0,0.0,0.0
Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Macedonia,98.51,96.03,92.53,83.48,77.93,64.7,67.01
Nicaragua,24.16,26.8,22.83,20.53,7.45,2.14,2.12
Indonesia,11.35,11.85,11.89,10.5,7.38,6.38,6.54
Ethiopia,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Colombia,23.01,27.49,29.35,23.1,5.88,1.35,1.34
United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trinidad and Tobago,99.25,100.0,100.0,92.95,61.33,20.24,20.24
