Country,1971-1977,1978-1984,1985-1991,1992-1997,1998-2003,2004-2009,2010-2015
South Sudan,,,,,,,0.47
Suriname,,,,,0.0,0.0,0.0
Netherlands,0.64,1.12,1.02,1.63,3.3,7.65,11.25
Brazil,1.12,1.44,1.63,2.14,2.68,3.99,8.43
Niger,,,,,0.0,0.86,0.6
Sweden,0.39,0.88,1.38,1.63,2.8,7.2,13.16
France,0.39,0.28,0.32,0.47,0.62,1.39,4.43
"Congo, The Democratic Republic of the",0.0,0.0,0.0,0.0,0.0,0.0,0.11
Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopia,0.0,0.0,0.0,0.0,0.52,0.16,3.35
Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,,,,0.0,0.27,1.48,1.41
Italy,2.73,2.03,1.75,1.68,2.72,4.93,17.23
Azerbaijan,,,0.0,0.0,0.0,0.0,0.18
Türkiye,1.38,0.34,0.12,0.25,0.23,0.41,3.76
Chile,0.67,1.12,2.74,6.62,3.58,4.5,8.36
India,0.0,0.0,0.0,0.11,0.63,2.2,4.6
"Venezuela, Bolivarian Republic of",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia,,,0.0,0.0,0.47,1.0,2.66
Kyrgyzstan,,,0.0,0.0,0.0,0.0,0.0
Croatia,,,0.12,0.09,0.03,0.31,4.84
Angola,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latvia,,,0.0,0.01,0.44,1.86,8.95
Armenia,,,0.0,0.0,0.0,0.03,0.06
