Country,1977-1984,1985-1992,1993-2000,2001-2008,2009-2016,2017-2023
Libya,7.48,10.16,13.96,31.56,46.87,49.85
Trinidad and Tobago,10.69,2.3,2.53,7.49,10.32,8.82
Grenada,2.72,1.86,2.07,2.62,3.24,4.4
Cambodia,,,2.27,3.58,5.25,7.67
Nepal,6.71,4.45,5.72,7.21,8.34,8.6
Mongolia,,0.58,2.8,2.98,3.73,4.33
Honduras,1.8,0.85,2.41,4.17,3.41,5.3
Hungary,2.44,2.71,4.61,2.62,3.96,2.79
Georgia,,,1.32,1.84,3.47,3.37
Romania,1.83,2.76,3.33,5.36,6.86,4.63
Lao People's Democratic Republic,,0.94,2.23,5.26,3.84,2.19
Malta,15.6,10.43,5.37,3.68,0.26,0.37
Lebanon,,,,10.83,17.06,19.76
Central African Republic,2.39,3.29,7.04,,,
Italy,5.55,4.02,2.37,1.6,2.83,3.4
Azerbaijan,,,2.47,2.75,5.6,4.62
Algeria,4.17,3.8,,30.11,31.14,16.03
Mauritania,2.64,1.27,2.02,,2.92,4.01
Sao Tome and Principe,,,3.57,5.19,4.61,3.75
Tunisia,2.01,1.68,2.25,3.28,3.81,4.65
Congo,0.49,0.08,0.41,2.05,5.8,2.5
Finland,1.55,2.61,2.63,1.57,1.12,1.22
Solomon Islands,3.94,2.18,1.67,3.25,7.34,10.47
Angola,,,0.95,2.19,6.05,6.01
Chad,1.61,2.09,1.69,,,
"Micronesia, Federated States of",,,,,3.5,
"Iran, Islamic Republic of",7.39,,,,,
Vanuatu,0.9,3.19,3.18,3.31,5.11,11.84
Bosnia and Herzegovina,,,1.04,4.25,5.74,7.49
