Country,1976-1981,1982-1987,1988-1993,1994-1999,2000-2005,2006-2011,2012-2016,2017-2021
Liberia,-0.73,0.71,-0.71,0.34,-0.24,1.03,-0.11,-0.03
Sweden,3.0,-0.61,-1.15,1.57,-0.12,-1.23,-1.62,-0.02
Australia,3.14,-1.31,-1.48,-0.21,-0.7,-2.1,-0.03,3.25
Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,0.02,0.53,0.04,0.04,1.92,0.06,0.68,0.05
Iraq,0.0,0.0,0.0,0.04,1.84,-0.32,-0.75,-0.61
South Africa,0.0,0.0,2.05,1.06,-1.35,-1.38,-0.01,-0.03
Denmark,0.0,2.17,0.69,-0.09,-1.72,-0.68,-0.3,-0.78
"Congo, The Democratic Republic of the",0.09,0.63,-1.47,0.0,0.0,1.29,-0.49,-0.4
Malaysia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Moldova, Republic of",,,0.0,3.12,-0.82,0.74,-0.89,1.85
New Zealand,-0.0,0.0,3.58,3.85,-1.58,0.75,-0.27,-2.37
"Bolivia, Plurinational State of",0.0,0.0,0.0,0.0,4.45,4.95,-4.18,-3.07
Belarus,,,0.0,2.38,-1.26,-0.32,-0.06,-0.47
Cuba,0.0,0.0,0.35,-0.12,0.0,-0.06,0.01,0.9
Panama,0.7,-0.19,1.81,0.01,-0.79,0.97,-1.08,-0.89
Burkina Faso,0.0,0.0,0.17,2.04,-0.89,-0.83,0.15,-0.04
Costa Rica,0.0,0.0,0.0,0.0,1.67,3.89,-1.6,-1.64
Tajikistan,,,0.0,2.53,-0.56,-0.76,-0.52,0.29
Cameroon,-0.56,-0.54,-0.47,0.0,0.04,0.03,0.04,-0.07
