Country,2000-2002,2003-2005,2006-2008,2009-2011,2012-2013,2014-2015,2016-2017,2018-2019
Estonia,0.8,0.5,0.5,0.53,0.45,0.3,0.3,0.55
Israel,0.03,0.03,0.0,0.0,0.0,0.0,0.05,0.0
Kyrgyzstan,1.37,1.23,1.13,0.93,0.75,0.7,0.6,0.6
Uruguay,0.5,0.17,0.33,0.27,0.55,0.45,0.3,0.4
Samoa,0.3,0.27,0.2,0.23,0.2,0.2,0.2,0.2
Qatar,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Benin,2.13,2.17,2.03,2.1,2.3,2.2,2.1,2.0
Grenada,1.13,0.3,0.07,0.9,0.1,0.75,0.25,0.05
Liberia,1.6,1.73,1.9,1.7,1.9,1.65,1.55,1.35
Finland,0.23,0.43,0.3,0.53,0.25,0.4,0.2,0.25
Sri Lanka,0.2,0.5,0.33,0.3,0.2,0.2,0.2,0.2
Malaysia,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3
Indonesia,0.2,0.17,0.1,0.1,0.1,0.1,0.1,0.1
South Sudan,2.43,2.37,2.3,1.9,1.65,1.65,1.8,2.05
Egypt,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Suriname,0.3,0.27,0.23,0.2,0.2,0.25,0.2,0.3
Switzerland,0.13,0.07,0.13,0.13,0.05,0.1,0.1,0.1
"Bolivia, Plurinational State of",0.93,0.8,0.7,0.63,0.6,0.6,0.55,0.5
Latvia,2.77,2.43,2.07,1.2,0.65,0.55,0.55,0.45
"Congo, The Democratic Republic of the",1.17,1.17,1.2,1.27,1.35,1.35,1.15,1.15
