Country,1996-2000,2002-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Kuwait,0.25,0.22,0.18,0.17,0.18,0.17,0.17,0.16,0.15,0.18,0.19
"Korea, Republic of",0.18,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.15
Timor-Leste,,0.33,0.23,0.23,0.2,0.2,0.21,0.22,0.21,0.2,0.22
Macao,0.47,0.41,0.24,0.28,0.2,0.26,0.24,0.24,0.25,0.24,0.26
Serbia,0.22,0.17,0.15,0.15,0.14,0.13,0.13,0.14,0.13,0.15,0.16
Solomon Islands,0.45,0.46,0.26,0.26,0.26,0.25,0.26,0.26,0.27,0.26,0.25
Paraguay,0.24,0.19,0.18,0.18,0.17,0.16,0.16,0.16,0.14,0.16,0.17
Eswatini,0.34,0.33,0.27,0.25,0.23,0.2,0.21,0.22,0.2,0.2,0.21
Lesotho,0.34,0.29,0.21,0.18,0.17,0.18,0.18,0.17,0.17,0.17,0.17
Nauru,,,,0.8,0.84,0.92,0.81,0.42,0.4,0.39,0.44
Niger,0.32,0.26,0.19,0.18,0.17,0.16,0.16,0.15,0.14,0.15,0.15
Gambia,0.32,0.26,0.19,0.19,0.19,0.18,0.17,0.16,0.14,0.15,0.15
Sierra Leone,0.32,0.26,0.2,0.2,0.18,0.15,0.13,0.14,0.13,0.14,0.15
Grenada,0.47,0.4,0.3,0.31,0.31,0.3,0.33,0.23,0.21,0.2,0.24
Slovenia,0.21,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.15
Hungary,0.18,0.15,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.15
Russian Federation,0.18,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.16
Tuvalu,,0.39,0.35,0.39,0.41,0.36,0.32,0.31,0.3,0.31,0.33
Benin,0.34,0.29,0.17,0.16,0.16,0.17,0.17,0.16,0.16,0.16,0.16
Australia,0.2,0.16,0.16,0.17,0.15,0.15,0.14,0.14,0.13,0.15,0.16
Syrian Arab Republic,0.25,0.21,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.19,0.19
Ireland,0.2,0.18,0.16,0.17,0.17,0.17,0.15,0.15,0.14,0.16,0.16
Nigeria,0.24,0.18,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.14,0.15
Switzerland,0.2,0.18,0.17,0.18,0.17,0.17,0.16,0.16,0.15,0.18,0.2
Botswana,0.25,0.18,0.17,0.17,0.16,0.15,0.14,0.14,0.14,0.15,0.16
Zambia,0.25,0.19,0.17,0.17,0.15,0.14,0.13,0.14,0.13,0.14,0.15
France,0.2,0.18,0.16,0.16,0.16,0.14,0.13,0.13,0.13,0.15,0.16
United Kingdom,0.2,0.18,0.16,0.17,0.16,0.14,0.13,0.13,0.13,0.15,0.17
Japan,0.18,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.15,0.16
Estonia,0.22,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.14,0.15
