Country,1967-1974,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2016,2017-2023
Lao People's Democratic Republic,,,14820000060.0,,3030396943600.0,11340413878057.14,28215582045285.72,
Sweden,65462485500.0,131097301000.0,251707628000.0,394133399571.43,497452857142.86,708414142857.14,926586428571.43,1397587285714.29
Mauritius,,1961333333.33,4405714285.71,15048732585.71,27450893914.29,55805725828.57,79525285714.29,103233428571.43
Lithuania,,,,1769089000.0,2744380428.57,5909114714.29,6856371142.86,11025521714.29
Ghana,29712.5,67200.0,5046583.33,69541057.14,578461314.29,3635972971.43,29595505114.29,74518796014.29
Australia,12609375000.0,29631142857.14,66663285714.29,109763428571.43,158176714285.71,279041142857.14,406330285714.29,485688857142.86
Malaysia,2943875000.0,11281285714.29,22794000000.0,59915857142.86,92277571428.57,129991285714.29,259751420000.0,352561695714.29
Eswatini,21486762.5,111500514.29,221544285.71,679742857.14,2142305057.14,3815729914.29,5589063271.43,8597400883.33
Namibia,,453123493.11,483012184.05,1845485160.71,4936199214.29,12985243371.43,32773512085.71,35137244227.62
Estonia,,,,569464000.0,1690148428.57,4348995428.57,4850961000.0,8561145571.43
Niger,20213198850.0,86777019857.14,87057142600.0,103676708518.57,214945535685.71,546439754628.57,1529063460528.57,2307303683414.29
Colombia,32246125000.0,198386857142.86,1194629142857.14,10593765428571.43,29229104142857.14,85038000000000.0,163101714285714.28,220445926452750.28
Gabon,73459998000.0,321514285714.29,464085714542.86,409604855285.71,862023483914.29,1276029612257.14,2454988350114.29,1945871516914.29
Serbia,,,,8144400000.0,67449842857.14,502667685714.29,713810842857.14,1425064014285.71
Slovakia,,,,3427261166.67,9131781142.86,14919267285.71,17363344571.43,21871032285.71
"Micronesia, Federated States of",,,40200000.0,,,,,
Benin,12854125087.5,38595714185.71,69491999314.29,112444100285.71,348786284914.29,539967084442.86,1097170137228.57,2850428426500.0
Marshall Islands,,,,,,35947036.29,40702888.08,61549748.58
Kuwait,168400000.0,865642842.86,1255688571.43,1151342885.71,1460457142.86,4760628571.43,7307385714.29,10352828133.33
Sudan,,521166.67,2877142.86,170778571.43,4942516085.71,21815641328.57,53348828571.43,485175385414.29
Greenland,,,,,,3208228571.43,5562471428.57,5616820000.0
Tonga,,10163485.71,22649571.43,39098142.86,70817671.43,123288657.14,224408928.57,267394000.0
