Country,1981-1987,1988-1994,1995-2001,2002-2007,2008-2013
Denmark,-20613472271.69,-24322078233.1,-18225381396.18,8229969267.69,39273391799.13
Colombia,,,5702332807752.92,9755125920034.6,7345307363372.64
Serbia,,,128483870594.04,141852334645.13,132293261494.25
Romania,,493138652.88,1531505367.3,4873871396.87,5045311244.7
Armenia,,178326186868.27,76315759958.09,141495236284.95,138794524890.45
Turkmenistan,,216489878.88,227631207.18,104068651.93,
Trinidad and Tobago,,-128928906.28,100902703.43,312086666.9,154640686.56
Nigeria,-169502419666.49,223042269856.73,664223750225.82,1861746038323.02,3629681908853.43
South Sudan,,,,,1713490553.22
Chad,33717099622.0,61093205286.63,36323516409.61,105471131273.57,
Netherlands,734986851.57,26207803.09,4241857941.88,8244453825.12,-4826929106.98
Uzbekistan,,882362115.54,2025626263.14,41705442563.37,
Senegal,-727963433.69,27129135387.44,123797747036.3,322163520215.27,592547067151.74
Honduras,266215148.91,2932421808.29,6222304148.95,19807527946.39,27153408929.08
Central African Republic,,,27644324750.74,29443839224.12,32050619658.06
Italy,-6561887987.26,-18504589332.61,-12328114108.97,-3363295563.43,-8805807957.92
