Country,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2015,2016-2021
Hungary,2.3,2.31,27.1,38.92,40.47,36.66,29.74
Trinidad and Tobago,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lesotho,0.0,0.0,0.53,1.23,1.32,1.24,1.22
Congo,7.96,8.02,12.32,6.32,9.97,5.69,5.81
Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Botswana,1.39,5.04,13.21,14.44,13.9,8.36,2.75
Singapore,0.89,0.9,0.91,0.92,0.93,0.99,0.88
China,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Iran, Islamic Republic of",6.55,10.31,10.53,6.29,2.47,1.6,1.8
Türkiye,0.0,20.34,26.82,13.0,13.26,31.18,17.08
Libya,0.0,0.0,0.0,0.0,0.0,0.67,0.89
Uganda,0.0,0.0,0.68,6.65,14.07,12.64,6.19
Panama,3.37,3.67,11.23,14.07,13.92,13.77,7.73
Mali,0.0,0.0,10.91,14.4,8.76,3.07,2.27
Côte d'Ivoire,1.56,1.58,1.69,7.02,12.07,8.7,18.61
Costa Rica,0.0,0.0,0.0,1.43,19.86,30.69,21.2
Mauritius,1.02,1.1,1.09,1.09,1.11,1.08,0.97
Haiti,0.0,2.44,0.0,0.0,0.0,0.0,0.0
Chad,0.11,0.0,1.34,9.92,9.25,6.39,2.16
Chile,0.0,0.0,3.3,1.98,2.04,2.06,8.17
Jamaica,1.04,1.12,1.17,1.24,1.45,1.53,1.57
Norway,12.85,2.68,6.17,14.22,3.52,1.94,1.96
Malawi,0.0,0.0,1.74,1.16,0.96,1.13,1.08
Maldives,0.0,0.0,0.0,0.5,7.96,16.81,10.19
"Venezuela, Bolivarian Republic of",0.94,0.95,0.97,26.46,35.13,23.02,7.97
Mauritania,0.56,0.0,6.11,8.14,11.62,13.58,14.58
