Country,1932-1939,1940-1947,1948-1955,1956-1963,1964-1971,1972-1979,1980-1987,1988-1995,1996-2003,2004-2011,2012-2018
Cuba,,0.02,0.76,1.87,1.96,2.79,3.25,2.59,2.29,2.47,2.51
Comoros,,,,0.06,0.09,0.12,0.14,0.15,0.18,0.21,0.23
Montenegro,,,,1.08,1.57,2.41,2.91,2.53,2.65,3.43,3.37
Dominican Republic,,0.0,0.17,0.34,0.53,1.14,1.18,1.52,2.28,2.11,2.24
Bahamas,,,0.98,3.46,13.86,39.07,12.05,6.78,6.24,5.71,5.56
Nigeria,0.03,0.04,0.05,0.08,0.27,0.82,0.83,0.45,0.52,0.68,0.67
Ireland,3.31,2.76,3.32,4.1,6.0,7.39,7.73,9.34,11.37,10.35,8.18
Ghana,,,0.17,0.21,0.22,0.27,0.25,0.27,0.34,0.38,0.57
Slovakia,3.66,5.31,5.72,7.71,9.57,11.75,11.53,9.7,7.99,7.53,6.49
Chad,,,,0.02,0.03,0.04,0.04,0.05,0.06,0.08,0.07
Albania,0.16,0.46,0.42,1.06,1.46,2.28,2.54,1.35,0.91,1.45,1.66
Norway,3.55,1.95,3.02,3.57,5.57,7.87,7.93,8.39,9.56,9.48,8.62
Finland,1.26,0.8,1.96,3.24,7.03,10.43,10.18,11.11,12.12,11.7,8.72
Mauritania,,,,0.06,0.23,0.38,0.59,0.7,0.44,0.52,0.6
Liberia,,,0.06,0.15,0.69,0.97,0.51,0.24,0.17,0.18,0.27
Samoa,,,0.08,0.14,0.21,0.41,0.7,0.68,0.8,0.96,1.18
Uzbekistan,2.01,2.32,3.85,5.24,5.83,6.55,6.36,5.34,4.85,4.24,3.25
"Korea, Democratic People's Republic of",,0.01,0.24,1.85,4.42,6.42,7.31,6.22,2.95,2.57,1.17
"Moldova, Republic of",1.01,1.16,1.97,3.39,4.7,6.05,6.72,4.9,1.35,1.19,1.2
Gambia,,,0.04,0.06,0.09,0.18,0.23,0.2,0.2,0.22,0.25
"Korea, Republic of",,0.03,0.18,0.5,1.23,2.57,4.01,6.54,9.05,10.34,12.04
Djibouti,,,0.41,0.53,0.86,0.89,0.86,0.57,0.52,0.56,0.64
Uruguay,0.04,0.05,1.07,1.67,1.92,2.07,1.4,1.45,1.62,2.02,2.08
Poland,1.73,5.23,4.82,6.66,8.54,11.25,11.98,10.08,8.67,8.57,8.53
United States,11.4,15.42,15.59,15.63,18.56,21.27,19.0,20.18,20.91,19.54,16.89
Uganda,,,0.03,0.05,0.11,0.09,0.04,0.04,0.06,0.1,0.13
Vanuatu,,,,0.53,0.75,0.56,0.5,0.42,0.46,0.41,0.5
