Country,1990-1995,1996-2000,2001-2005,2006-2010,2011-2015,2016-2020
Viet Nam,5.43,4.74,4.05,3.75,3.75,3.75
Kyrgyzstan,2.88,3.01,3.59,4.27,4.39,4.39
Jordan,3.83,4.2,4.38,4.47,4.29,3.21
Antigua and Barbuda,20.34,20.93,21.26,21.58,21.73,21.74
Netherlands,79.73,80.41,86.56,87.78,86.32,74.15
Senegal,3.36,3.67,2.49,1.53,0.7,0.09
Guatemala,,,18.54,18.14,18.14,18.14
Guinea,5.2,7.89,9.08,8.14,7.36,6.81
Belize,21.92,21.47,20.99,20.99,20.99,20.99
Colombia,,4.63,11.3,17.42,14.23,4.96
Saint Lucia,,,,0.0,0.0,0.0
Sri Lanka,2.58,3.63,5.43,6.42,6.42,6.42
Tajikistan,4.19,3.7,3.62,3.67,4.02,15.58
Sudan,,,,,0.28,0.28
Trinidad and Tobago,,31.56,32.82,33.63,33.64,33.64
Japan,16.83,16.71,15.06,14.79,14.14,13.52
Lebanon,3.92,4.99,8.99,25.22,43.07,48.91
Denmark,17.08,13.14,8.72,6.79,11.0,4.61
Türkiye,9.59,5.53,6.57,3.31,3.79,1.75
Slovakia,52.72,55.69,55.62,45.65,42.53,42.26
Comoros,,5.0,5.0,5.0,5.0,5.0
Mauritania,1.65,1.6,2.06,2.36,2.36,2.36
"Bolivia, Plurinational State of",3.5,2.5,2.0,1.62,1.53,1.53
Mauritius,7.27,7.64,3.31,1.38,2.03,1.77
Ghana,9.99,9.75,8.95,7.93,7.06,6.49
Romania,45.53,59.42,67.98,67.02,66.26,61.81
