Country,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2016,2017-2018,2019-2020,2021-2022
Nicaragua,3.88,1.8,0.45,0.18,0.28,0.97,2.96,4.16,4.11
Thailand,5.16,2.53,2.42,2.24,3.28,1.11,0.46,0.27,0.32
Myanmar,34.16,34.16,30.6,33.52,20.86,4.82,2.51,1.73,9.31
Viet Nam,1.08,0.46,0.27,0.26,0.26,0.1,0.06,0.03,0.01
Guinea,426.52,367.96,350.91,417.94,414.05,369.46,358.34,339.08,323.1
"Bolivia, Plurinational State of",7.41,5.99,4.46,3.0,2.18,1.66,1.28,2.71,2.49
Mozambique,488.4,453.73,389.9,371.71,365.8,344.77,325.38,312.56,316.31
United Arab Emirates,,,,,0.0,0.0,0.0,0.0,0.0
Brazil,15.11,14.57,12.54,8.39,4.91,3.55,5.17,4.01,3.58
Comoros,65.05,61.32,57.69,49.37,50.63,2.27,12.34,13.94,18.77
Kazakhstan,,,,0.0,0.0,0.0,0.0,0.0,
Malawi,449.65,381.5,357.5,376.98,293.64,234.67,214.44,212.22,219.17
Niger,342.76,301.76,322.78,401.42,415.24,393.02,353.19,323.97,294.92
Djibouti,3.11,3.11,3.11,2.85,6.05,15.28,25.16,75.64,59.71
Eritrea,17.62,11.3,8.49,19.8,21.37,22.44,31.53,50.95,31.71
Algeria,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0
Zambia,369.51,299.77,193.96,168.66,216.43,207.77,184.44,177.96,179.88
South Africa,4.26,2.38,1.75,1.54,1.66,0.83,2.9,0.79,0.42
Somalia,136.85,129.39,94.28,37.84,41.68,58.08,57.47,58.23,62.11
Zimbabwe,105.92,105.92,116.0,85.16,79.28,81.29,84.37,79.09,27.83
Senegal,189.63,147.05,92.62,47.6,49.95,58.4,60.21,42.96,49.5
El Salvador,0.34,0.07,0.03,0.01,0.01,0.01,0.0,0.0,0.0
"Iran, Islamic Republic of",26.82,26.68,18.1,3.41,0.67,0.15,0.03,0.0,0.8
Eswatini,3.26,1.34,0.33,0.81,1.62,0.89,1.74,0.74,1.07
Congo,343.94,319.83,254.78,215.52,214.6,211.13,238.19,233.76,217.25
Solomon Islands,627.19,615.3,356.86,143.11,81.63,100.51,147.69,186.59,220.71
Madagascar,58.2,49.19,26.51,39.92,59.15,74.82,73.45,107.7,145.24
Ecuador,13.76,4.28,0.95,0.29,0.04,0.1,0.15,0.19,0.18
